name,dist_ly,x,y,z,spect,temp,size,color,brightness,comp_val,comp_desc,stage,image,has_planets,planet_count,visible_from
Gliese Gl 570B,19.33,-12.86,-12.58,-7.06,K5V,3765,0.326,Orange,0.0191,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 581 System (5.2 ly away), Gliese 667 System (12.6 ly away), Proxima Centauri System (16.2 ly away)"
Gliese Gl 588,19.34,-8.74,-11.62,-12.76,M0,3758,0.18,Red,0.0058,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (8.6 ly away), Gliese 581 System (11.5 ly away), Proxima Centauri System (15.4 ly away)"
Guniibuu,19.35,-3.35,-16.98,-8.67,K2:III:,5120,0.96,Orange,0.5681,1.0,Solar metallicity,Red Giant,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (4.6 ly away), Gliese 581 System (11.4 ly away), Barnard's Star System (15.4 ly away)"
Achird,19.42,10.11,2.2,16.43,G0V SB,6019,1.041,Yellow,1.2753,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Solar System (Earth/Sun) (19.4 ly away), Epsilon Eridani System (19.5 ly away), Barnard's Star System (19.8 ly away)"
Gliese Gl 34B,19.42,10.11,2.2,16.43,K7 V,3967,0.371,Orange,0.0306,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Solar System (Earth/Sun) (19.4 ly away), Epsilon Eridani System (19.5 ly away), Barnard's Star System (19.8 ly away)"
Gliese Gl 285,19.43,-8.55,17.4,1.2,M4.5Ve,3649,0.081,Red,0.001,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Ross 128 System (9.3 ly away), Wolf 359 System (15.3 ly away), Epsilon Eridani System (17.6 ly away)"
Gliese Gl 664,19.47,-3.31,-17.1,-8.7,K5V,4422,0.516,Orange,0.0912,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (4.5 ly away), Gliese 581 System (11.5 ly away), Barnard's Star System (15.5 ly away)"
Gliese Gl 661A,19.5,-2.82,-13.33,13.94,K5,3816,0.176,Orange,0.0059,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Barnard's Star System (14.8 ly away), Solar System (Earth/Sun) (19.5 ly away), Gliese 581 System (19.6 ly away)"
Gliese Gl 908,19.5,19.46,-0.92,0.82,M2V,3855,0.2,Red,0.008,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (7.7 ly away), Tau Ceti System (11.7 ly away), Epsilon Eridani System (16.4 ly away)"
36 Oph,19.52,-3.38,-17.12,-8.74,K1 Ve,5134,0.685,Orange,0.2924,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (4.5 ly away), Gliese 581 System (11.4 ly away), Barnard's Star System (15.6 ly away)"
Gliese Gl 783A,19.62,8.58,-13.32,-11.56,K2V,5084,0.626,Orange,0.2346,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (13.0 ly away), Gliese 876 System (13.2 ly away), Proxima Centauri System (17.4 ly away)"
82 G. Eri,19.71,9.26,11.03,-13.46,G8V,5564,0.855,Yellow,0.6286,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Tau Ceti System (11.9 ly away), Epsilon Eridani System (12.4 ly away), Gliese 876 System (18.8 ly away)"
Gliese Gl 783B,19.74,8.64,-13.41,-11.63,M3.5,3100,0.098,Red,0.0008,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (13.0 ly away), Gliese 876 System (13.3 ly away), Proxima Centauri System (17.5 ly away)"
Gliese Gl 555,19.77,-15.09,-12.03,-4.29,M4,3604,0.079,Red,0.0009,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (4.3 ly away), Gliese 667 System (16.0 ly away), Wolf 359 System (16.9 ly away)"
Del Pav,19.92,4.28,-6.81,-18.23,G5IV-Vvar,5433,1.257,Yellow,1.2359,1.0,Solar metallicity,Subgiant,images/sun.jpg,FALSE,0,"Gliese 667 System (14.7 ly away), Proxima Centauri System (16.6 ly away), Gliese 876 System (17.7 ly away)"
Gliese GJ 3323,20.01,4.98,19.23,-2.42,m,3100,0.076,Red,0.0005,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,TRUE,2,"Epsilon Eridani System (11.0 ly away), Ross 128 System (13.8 ly away), Tau Ceti System (15.2 ly away)"
Gliese GJ 1221,20.03,-0.34,-6.55,18.93,DXP9,6880,0.01,White,0.0001,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Barnard's Star System (17.5 ly away), Solar System (Earth/Sun) (20.0 ly away), Wolf 359 System (21.2 ly away)"
Gliese GJ 3454,20.13,-8.16,18.24,2.48,m,3100,0.045,Red,0.0002,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Ross 128 System (9.6 ly away), Wolf 359 System (16.2 ly away), Epsilon Eridani System (18.0 ly away)"
Gliese Gl 896A,20.16,18.81,-2.32,6.88,M6Ve,4328,0.101,Red,0.0032,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (11.8 ly away), Tau Ceti System (15.1 ly away), Epsilon Eridani System (18.6 ly away)"
Gliese Gl 644A,20.21,-5.55,-19.21,-2.93,M3Ve,3715,0.22,Red,0.0082,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (8.3 ly away), Gliese 667 System (10.4 ly away), Barnard's Star System (15.1 ly away)"
Gliese Gl 784,20.22,7.86,-11.89,-14.33,M0V,3900,0.323,Red,0.0217,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (13.0 ly away), Gliese 876 System (14.5 ly away), Proxima Centauri System (17.6 ly away)"
Gliese GJ 1128,20.26,-6.03,4.11,-18.89,m,3477,0.044,Red,0.0003,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Proxima Centauri System (16.9 ly away), Wolf 359 System (20.0 ly away), Solar System (Earth/Sun) (20.3 ly away)"
Gliese GJ 3877,20.26,-12.81,-12.44,-9.56,dM8,4051,0.014,White,0.0001,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Gliese 581 System (7.4 ly away), Gliese 667 System (11.7 ly away), Proxima Centauri System (16.7 ly away)"
Gliese Gl 581,20.27,-12.95,-15.36,-2.72,M5,3649,0.112,Red,0.002,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,TRUE,3,"Gliese 581 System (Home Star), Gliese 667 System (14.4 ly away), Barnard's Star System (16.5 ly away)"
Gliese Gl 896B,20.38,19.01,-2.34,6.95,dM6  e,3581,0.05,White,0.0004,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Gliese 876 System (11.9 ly away), Tau Ceti System (15.3 ly away), Epsilon Eridani System (18.8 ly away)"
Gliese Gl 268,20.53,-4.83,15.32,12.79,M5Ve,3516,0.074,Red,0.0008,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Ross 128 System (10.9 ly away), Wolf 359 System (17.9 ly away), Epsilon Eridani System (19.5 ly away)"
Gliese Gl 661B,20.62,-2.99,-14.1,14.75,M3.5,3100,0.17,Red,0.0024,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Barnard's Star System (15.9 ly away), Gliese 581 System (20.1 ly away), Solar System (Earth/Sun) (20.6 ly away)"
Gliese Gl 338B,20.85,-9.48,8.36,16.58,K2,3918,0.374,Orange,0.0296,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Ross 128 System (14.6 ly away), Wolf 359 System (17.0 ly away), Solar System (Earth/Sun) (20.8 ly away)"
Gliese GJ 2097,20.91,-18.71,-5.63,7.43,m,3622,0.046,Red,0.0003,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Wolf 359 System (15.1 ly away), Gliese 581 System (15.2 ly away), Barnard's Star System (19.5 ly away)"
Gliese Gl 223.2,21.07,0.44,21.01,-1.53,DZ9,4626,0.012,White,0.0001,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Ross 128 System (12.7 ly away), Epsilon Eridani System (14.0 ly away), Tau Ceti System (18.9 ly away)"
Gliese Gl 625,21.25,-4.97,-11.36,17.26,M2,3662,0.143,Red,0.0033,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Barnard's Star System (17.5 ly away), Solar System (Earth/Sun) (21.3 ly away), Wolf 359 System (21.3 ly away)"
Gliese GJ 1156,21.33,-20.86,-1.73,4.12,dM   e,3299,0.032,White,0.0001,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Wolf 359 System (14.3 ly away), Gliese 581 System (17.2 ly away), Proxima Centauri System (20.8 ly away)"
Gliese Gl 892,21.35,11.34,-2.34,17.94,K3Vvar,4743,0.697,Orange,0.2208,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Barnard's Star System (20.4 ly away), Solar System (Earth/Sun) (21.4 ly away), Gliese 876 System (22.0 ly away)"
Gliese Gl 408,21.73,-19.35,5.18,8.43,M3,3756,0.145,Red,0.0038,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Wolf 359 System (14.4 ly away), Ross 128 System (17.4 ly away), Solar System (Earth/Sun) (21.7 ly away)"
Gliese Gl 566B,21.85,-15.14,-14.04,7.15,K4 Ve,4389,0.437,Orange,0.0637,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 581 System (10.2 ly away), Barnard's Star System (18.1 ly away), Wolf 359 System (18.9 ly away)"
Gliese Gl 829,21.87,16.51,-12.71,6.63,M4,3622,0.137,Red,0.0029,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (13.6 ly away), Barnard's Star System (18.7 ly away), Tau Ceti System (21.2 ly away)"
37Xi Boo,21.89,-15.17,-14.07,7.16,G8V + K4V,5534,0.844,Yellow,0.5992,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 581 System (10.2 ly away), Barnard's Star System (18.1 ly away), Wolf 359 System (19.0 ly away)"
Gliese Gl 643,21.9,-6.03,-20.82,-3.17,M4,3516,0.076,Red,0.0008,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (8.8 ly away), Gliese 667 System (10.5 ly away), Barnard's Star System (16.8 ly away)"
Gliese Gl 299,22.04,-11.86,18.26,3.36,dM5,3428,0.049,White,0.0003,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Ross 128 System (11.9 ly away), Wolf 359 System (16.9 ly away), Epsilon Eridani System (21.2 ly away)"
Gliese Gl 402,22.05,-20.91,6.5,2.61,M4:,3543,0.079,Red,0.0009,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Wolf 359 System (14.3 ly away), Ross 128 System (17.8 ly away), Proxima Centauri System (21.9 ly away)"
Gliese GJ 4285,22.19,8.51,-3.18,-20.24,m,3100,0.113,Red,0.0011,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (17.5 ly away), Tau Ceti System (18.9 ly away), Proxima Centauri System (19.5 ly away)"
Hipparcos 85605,22.21,-2.67,-20.01,9.27,G2V,4513,0.055,Yellow,0.0011,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Barnard's Star System (16.4 ly away), Gliese 581 System (16.5 ly away), Solar System (Earth/Sun) (22.2 ly away)"
Gliese Gl 667A,22.3,-3.25,-17.97,-12.78,K4V,4554,0.675,Orange,0.176,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (0.4 ly away), Gliese 581 System (14.2 ly away), Proxima Centauri System (18.9 ly away)"
Gliese Gl 880,22.33,20.59,-5.85,6.36,M2:,3783,0.274,Red,0.0138,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (12.1 ly away), Tau Ceti System (17.8 ly away), Barnard's Star System (21.3 ly away)"
Gliese Gl 293,22.54,-4.04,7.5,-20.87,DQ9,5742,0.01,White,0.0001,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Proxima Centauri System (19.6 ly away), Epsilon Eridani System (21.7 ly away), Solar System (Earth/Sun) (22.5 ly away)"
Gliese Gl 667B,22.74,-3.32,-18.33,-13.04,K5 V,4500,0.39,Orange,0.0558,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (Home Star), Gliese 581 System (14.4 ly away), Proxima Centauri System (19.3 ly away)"
Gliese Gl 667C,22.74,-3.32,-18.33,-13.04,M2.5,3691,0.143,Red,0.0034,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,TRUE,2,"Gliese 667 System (Home Star), Gliese 581 System (14.4 ly away), Proxima Centauri System (19.3 ly away)"
Gliese Gl 809,22.99,7.37,-7.81,20.33,M2V,3819,0.294,Red,0.0165,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Barnard's Star System (20.4 ly away), Solar System (Earth/Sun) (23.0 ly away), Gliese 876 System (25.3 ly away)"
Gliese Gl 393,23.05,-21.25,8.92,0.34,M2,3783,0.181,Red,0.006,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Wolf 359 System (15.4 ly away), Ross 128 System (18.1 ly away), Proxima Centauri System (22.7 ly away)"
268 G. Cet,23.42,18.06,14.64,2.81,K3V,4949,0.635,Orange,0.217,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Tau Ceti System (13.8 ly away), Epsilon Eridani System (14.2 ly away), Gliese 876 System (20.4 ly away)"
Gliese GJ 3737,23.46,-18.13,-3.1,-14.57,M4,3528,0.051,Red,0.0004,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (17.8 ly away), Wolf 359 System (19.5 ly away), Proxima Centauri System (19.9 ly away)"
Gliese Gl 105B,23.51,18.13,14.71,2.81,dM4.5,3649,0.079,White,0.001,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Tau Ceti System (13.9 ly away), Epsilon Eridani System (14.3 ly away), Gliese 876 System (20.5 ly away)"
Gliese GJ 1286,23.53,23.37,-2.54,-0.98,M5,3211,0.025,Red,0.0001,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (9.7 ly away), Tau Ceti System (15.3 ly away), Epsilon Eridani System (20.3 ly away)"
Gliese GJ 4053,23.75,0.79,-9.56,21.73,m,3356,0.041,Red,0.0002,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Barnard's Star System (20.6 ly away), Solar System (Earth/Sun) (23.8 ly away), Wolf 359 System (25.2 ly away)"
Gliese GJ 1230A,23.98,3.89,-21.42,10.05,k-m,3503,0.062,Orange,0.0005,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Barnard's Star System (18.3 ly away), Gliese 581 System (22.0 ly away), Solar System (Earth/Sun) (24.0 ly away)"
Gliese GJ 1230B,23.98,3.89,-21.42,10.05,m,3100,0.038,Red,0.0001,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Barnard's Star System (18.3 ly away), Gliese 581 System (22.0 ly away), Solar System (Earth/Sun) (24.0 ly away)"
Gliese GJ 3991,24.28,-3.84,-17.14,16.77,M3,3521,0.083,Red,0.0009,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Barnard's Star System (19.4 ly away), Gliese 581 System (21.6 ly away), Solar System (Earth/Sun) (24.3 ly away)"
96 G. Psc,24.31,23.67,5.07,2.24,K2V,5023,0.655,Orange,0.2448,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Tau Ceti System (14.5 ly away), Gliese 876 System (14.6 ly away), Epsilon Eridani System (18.2 ly away)"
Gliese GJ 4274,24.32,21.14,-9.51,-7.36,M4,3345,0.046,Red,0.0002,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,TRUE,2,"Gliese 876 System (9.4 ly away), Tau Ceti System (18.6 ly away), Barnard's Star System (23.3 ly away)"
Bet Hyi,24.33,5.33,0.6,-23.73,G2IV,5898,1.823,Yellow,3.6074,1.0,Solar metallicity,Subgiant,images/sun.jpg,FALSE,0,"Proxima Centauri System (21.4 ly away), Tau Ceti System (21.5 ly away), Gliese 876 System (22.4 ly away)"
Gliese Gl 109,24.49,16.67,14.52,10.55,M3.5Ve,3749,0.129,Red,0.003,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (17.3 ly away), Tau Ceti System (17.9 ly away), Ross 128 System (21.8 ly away)"
Hipparcos 62951,24.55,-22.7,-5.45,-7.6,A2,6403,0.114,White,0.0195,1.0,Solar metallicity,Main Sequence,images/sirius.jpg,FALSE,0,"Gliese 581 System (14.7 ly away), Wolf 359 System (19.1 ly away), Proxima Centauri System (21.9 ly away)"
Gliese GJ 2005,24.56,21.69,2.35,-11.19,M5.5,3100,0.025,Red,0.0001,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (12.4 ly away), Tau Ceti System (14.1 ly away), Epsilon Eridani System (19.1 ly away)"
107 Psc,24.57,20.78,9.97,8.51,K1V,5174,0.785,Orange,0.3963,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Tau Ceti System (16.5 ly away), Epsilon Eridani System (17.9 ly away), Gliese 876 System (19.9 ly away)"
Gliese GJ 1224,24.58,0.78,-23.62,-6.76,m,3404,0.038,Red,0.0002,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (9.2 ly away), Gliese 581 System (16.5 ly away), Barnard's Star System (19.7 ly away)"
Gliese Gl 53B,24.63,13.53,4.15,20.16,G2V,5700,0.046,Yellow,0.002,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Epsilon Eridani System (23.4 ly away), Tau Ceti System (23.7 ly away), Ross 128 System (24.5 ly away)"
30Mu Cas,24.64,13.53,4.16,20.16,G5Vp,5588,0.697,Yellow,0.425,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Epsilon Eridani System (23.4 ly away), Tau Ceti System (23.7 ly away), Ross 128 System (24.5 ly away)"
Gliese GJ 3378,24.67,-0.06,12.48,21.28,m,3649,0.081,Red,0.001,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,TRUE,1,"Ross 128 System (18.3 ly away), Wolf 359 System (24.0 ly away), Epsilon Eridani System (24.2 ly away)"
Gliese Gl 879,24.82,20.34,-5.79,-12.99,K4Vp,4528,0.585,Orange,0.1291,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 876 System (11.2 ly away), Tau Ceti System (17.7 ly away), Epsilon Eridani System (22.9 ly away)"
Gliese GJ 3193B,24.9,16.74,17.01,-7.11,M3,3100,0.108,Red,0.001,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Tau Ceti System (14.1 ly away), Epsilon Eridani System (14.7 ly away), Gliese 876 System (21.7 ly away)"
Gliese GJ 3192,24.9,16.74,17.01,-7.11,M3,3528,0.14,Red,0.0027,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Tau Ceti System (14.1 ly away), Epsilon Eridani System (14.7 ly away), Gliese 876 System (21.7 ly away)"
Gliese Gl 514,24.97,-22.69,-9.4,4.5,M1V,3804,0.255,Red,0.0122,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (13.5 ly away), Wolf 359 System (19.4 ly away), Barnard's Star System (23.1 ly away)"
Vega,25.04,3.13,-19.27,15.69,A0Vvar,10138,2.295,White,49.9344,1.4,Metal-rich,Main Sequence,images/sirius.jpg,FALSE,0,"Barnard's Star System (19.9 ly away), Gliese 581 System (24.8 ly away), Solar System (Earth/Sun) (25.0 ly away)"
Gliese Gl 673,25.12,-3.74,-24.82,0.93,K7V,4019,0.461,Orange,0.0498,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 581 System (13.7 ly away), Gliese 667 System (15.4 ly away), Barnard's Star System (19.4 ly away)"
Fomalhaut,25.13,21.04,-5.87,-12.42,A3V,8615,1.886,White,17.5873,1.4,Metal-rich,Main Sequence,images/sirius.jpg,FALSE,0,"Gliese 876 System (11.1 ly away), Tau Ceti System (17.8 ly away), Epsilon Eridani System (23.1 ly away)"
Gliese GJ 3417,25.28,-2.94,11.37,22.39,m,3100,0.047,Red,0.0002,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,TRUE,1,"Ross 128 System (19.0 ly away), Wolf 359 System (23.8 ly away), Solar System (Earth/Sun) (25.3 ly away)"
Gliese GJ 1093,25.3,-6.13,23.07,8.38,m,3244,0.025,Red,0.0001,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Ross 128 System (14.3 ly away), 55 Cancri System (21.2 ly away), Epsilon Eridani System (21.7 ly away)"
Gliese Gl 701,25.31,0.57,-25.26,-1.34,M2V,3782,0.226,Red,0.0094,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (14.1 ly away), Gliese 581 System (16.8 ly away), Barnard's Star System (19.7 ly away)"
Gliese Gl 480.1,25.38,-18.1,-3.25,-17.49,M4,3453,0.072,Red,0.0007,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (19.8 ly away), Gliese 667 System (21.6 ly away), Proxima Centauri System (21.7 ly away)"
Gliese Gl 915,25.44,18.56,0.18,-17.4,DA5,9328,0.01,White,0.0003,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Gliese 876 System (15.0 ly away), Tau Ceti System (17.1 ly away), Epsilon Eridani System (21.6 ly away)"
p Eridani,25.51,12.87,5.99,-21.2,K0V,5051,0.673,Orange,0.2647,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Tau Ceti System (18.1 ly away), Gliese 876 System (20.3 ly away), Epsilon Eridani System (20.7 ly away)"
Gliese Gl 382,25.67,-22.83,11.6,-1.68,M3,3813,0.237,Red,0.0107,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Wolf 359 System (18.3 ly away), Ross 128 System (20.2 ly away), Proxima Centauri System (25.1 ly away)"
Gliese GJ 3789,25.89,-20.79,-8.8,12.66,M4  e,3691,0.074,Red,0.0009,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (18.5 ly away), Wolf 359 System (20.8 ly away), Barnard's Star System (23.7 ly away)"
Gliese GJ 1087,26.07,0.41,25.95,2.44,DAP9,5968,0.011,White,0.0001,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Ross 128 System (16.5 ly away), Epsilon Eridani System (19.0 ly away), Tau Ceti System (23.8 ly away)"
Gliese Gl 793,26.08,6.62,-8.58,23.72,M3,3731,0.14,Red,0.0034,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Barnard's Star System (23.4 ly away), Solar System (Earth/Sun) (26.1 ly away), Wolf 359 System (28.8 ly away)"
Gliese Gl 257A,26.12,-4.66,18.11,-18.24,M4+...,3600,0.133,Red,0.0026,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (22.1 ly away), Ross 128 System (23.2 ly away), Proxima Centauri System (24.7 ly away)"
Gliese Gl 831B,26.13,20.52,-15.56,-4.44,G2V,5700,0.01,Yellow,0.0001,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 876 System (13.0 ly away), Tau Ceti System (23.0 ly away), Barnard's Star System (23.6 ly away)"
Gliese Gl 257B,26.17,-4.67,18.14,-18.28,M3,3100,0.119,Red,0.0012,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (22.1 ly away), Ross 128 System (23.2 ly away), Proxima Centauri System (24.8 ly away)"
Gliese GJ 1276,26.26,25.0,-7.42,-3.1,DZ9+,3277,0.022,White,0.0001,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Gliese 876 System (11.3 ly away), Tau Ceti System (19.3 ly away), Epsilon Eridani System (24.5 ly away)"
Gliese Gl 623,26.28,-7.09,-15.96,19.64,M3,3832,0.151,Red,0.0044,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Barnard's Star System (22.0 ly away), Gliese 581 System (23.1 ly away), Wolf 359 System (26.0 ly away)"
44Chi Dra,26.28,0.72,-7.77,25.1,F7Vvar,6439,1.181,Yellow-White,2.1498,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Barnard's Star System (23.7 ly away), Solar System (Earth/Sun) (26.3 ly away), Wolf 359 System (27.3 ly away)"
Gliese GJ 4063,26.3,3.03,-19.88,16.95,M3  p,3918,0.085,Red,0.0015,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Barnard's Star System (21.2 ly away), Gliese 581 System (25.7 ly away), Solar System (Earth/Sun) (26.3 ly away)"
